utility_type,given_flat_id,year_month,opening_reading,closing_reading,monthly_reading,opening_timestamp,closing_timestamp,computed_at
Electricity,Ruby1910,2026-02,6403.53,6455.28,51.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1908,2026-02,265271,270842,5571,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby309,2026-02,660321,674049,13728,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1908-E,2026-02,217.22,219.22,2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1501-E,2026-02,2985.03,3211.74,226.71,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1005-E,2026-02,8314.61,8580.33,265.72,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal904-F,2026-02,73381,73381,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise509,2026-02,1012729,1027253,14524,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1809,2026-02,125.07,129.76,4.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1503-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1407-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1507,2026-02,8002.24,8047.46,45.22,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1809,2026-02,388.45,395.81,7.36,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise606,2026-02,174.38,176.98,2.6,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine807,2026-02,88.51,92.23,3.72,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1209,2026-02,113.62,122.2,8.58,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1110,2026-02,94.92,97.57,2.65,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1703,2026-02,8556.27,8736.36,180.09,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade409,2026-02,15768.14,15900.24,132.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine305,2026-02,169439,0,-169439,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade704,2026-02,1012895,1028255,15360,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1104,2026-02,4445.39,4644.91,199.52,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl705-E,2026-02,39048.8,39387.03,338.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1509-F,2026-02,18101.2,18125.79,24.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1001-F,2026-02,6202.27,6382.59,180.32,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,CrystalG09-F,2026-02,16492.7,16584.43,91.73,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal305-F,2026-02,95319,109285,13966,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1510,2026-02,9.46,21.63,12.17,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal904,2026-02,119.85,124.53,4.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1405-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal803,2026-02,2,2,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1604,2026-02,394632,398882,4250,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum706,2026-02,78716,79450,734,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1801,2026-02,919807,929751,9944,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum707,2026-02,69005,69005,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby604,2026-02,88.2,98.06,9.86,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1105,2026-02,18.09,20.38,2.29,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1302,2026-02,426.1,428.3,2.2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise207,2026-02,685,713.19,28.19,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1309,2026-02,142.26,150.26,8,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1407,2026-02,23.51,29.71,6.2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise104,2026-02,142.35,149.19,6.84,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise608,2026-02,245.65,246.88,1.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine503,2026-02,68.06,69.14,1.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1002-D,2026-02,14155.74,14296.57,140.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise702,2026-02,19945.78,20174.85,229.07,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1008,2026-02,16786.25,16917.81,131.56,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum202-D,2026-02,12,12.04,0.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade705,2026-02,39188.83,39706.2,517.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade206,2026-02,1163170,1163195,25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1409,2026-02,223961,235364,11403,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1104-E,2026-02,14803.67,14917.52,113.85,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1909-E,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl508-E,2026-02,19817.39,20038.37,220.98,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl410-E,2026-02,33937.33,34087.84,150.51,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise906,2026-02,603817,611830,8013,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum501-D,2026-02,27438,39340,11902,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst605,2026-02,98.43,101.8,3.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum107,2026-02,75792,76367,575,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1409,2026-02,74081,74081,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Diesel,Ruby1709,2026-02,80.77,86.42,5.65,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby105,2026-02,29.92,31.62,1.7,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1007,2026-02,103.46,107.25,3.79,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1608,2026-02,41.31,44.44,3.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum206,2026-02,698.61,707.23,8.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1604,2026-02,325.01,326.78,1.77,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1007,2026-02,112.25,119.5,7.25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise802,2026-02,166.46,170.08,3.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1805,2026-02,202.91,213.42,10.51,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1002,2026-02,15656.08,15846.07,189.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal901,2026-02,20334.43,20664.41,329.98,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal809,2026-02,20060.5,20397.08,336.58,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal607,2026-02,2096.14,2097.32,1.18,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum501-D,2026-02,6.53,9.57,3.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1208,2026-02,69596,78190,8594,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,JadeG010,2026-02,586953,586953,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1503,2026-02,4052.9,4223.99,171.09,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1304,2026-02,215434,215453,19,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1303-E,2026-02,21901.05,22116.89,215.84,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1810-F,2026-02,45928,46707,779,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise610,2026-02,1062353,1083952,21599,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1310,2026-02,792641,794072,1431,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1407,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise708,2026-02,1108475,1126239,17764,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise607,2026-02,26441,26969,528,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise104,2026-02,1099466,1099466,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal501-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1007-D,2026-02,186535,188511,1976,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1910,2026-02,91.14,96.9,5.76,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal601,2026-02,88119,106916,18797,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1909,2026-02,607197,617714,10517,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst202,2026-02,13395.97,13558.08,162.11,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby301,2026-02,96.88,103.67,6.79,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1808,2026-02,153.66,157.8,4.14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1907,2026-02,536.45,537.66,1.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal602-F,2026-02,317.65,322.6,4.95,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1302,2026-02,69.63,77.16,7.53,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine207,2026-02,61.5,0,-61.5,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine709,2026-02,54.09,57.21,3.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine310,2026-02,133.34,0,-133.34,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl906-E,2026-02,901761,912754,10993,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl710-E,2026-02,836263,839437,3174,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1508,2026-02,14330.31,14488.96,158.65,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise809,2026-02,9749.23,9856.14,106.91,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1110,2026-02,62.66,72.47,9.81,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade304,2026-02,36.48,36.53,0.05,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1907,2026-02,905250,914101,8851,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1306-E,2026-02,5.05,10.11,5.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1303-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1503-F,2026-02,111571,112655,1084,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal503,2026-02,69.21,76.27,7.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1101,2026-02,86.86,88.22,1.36,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1402,2026-02,79.04,84.46,5.42,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1009,2026-02,88.04,90.94,2.9,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum505-D,2026-02,170227,170967,740,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum403-D,2026-02,981464,994253,12789,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1204,2026-02,183.75,187.58,3.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1404,2026-02,244858,252246,7388,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal106,2026-02,818496,838440,19944,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum904,2026-02,116831,116839,8,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1410,2026-02,15522.27,15658.36,136.09,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1610,2026-02,20043.73,20276.36,232.63,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby707,2026-02,18.51,20.61,2.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst901,2026-02,1892912,1906069,13157,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine509,2026-02,16438.93,16571.5,132.57,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1609,2026-02,94.12,97.17,3.05,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal203-F,2026-02,22.01,25.61,3.6,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1603-F,2026-02,139.59,143.79,4.2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1902,2026-02,31.72,40.69,8.97,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise504,2026-02,308.33,317.58,9.25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum206-D,2026-02,25836.69,26043.56,206.87,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl705-E,2026-02,151439,152825,1386,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1909,2026-02,11102.56,11257.24,154.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1006,2026-02,18464.68,18661.89,197.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade704,2026-02,15448.41,15573.69,125.28,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade204,2026-02,1135622,1146150,10528,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst210,2026-02,784855,799322,14467,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1106-E,2026-02,11823.26,12073.31,250.05,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1101-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1210-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1505-F,2026-02,30064.21,30327.7,263.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal101-F,2026-02,399526,411071,11545,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1207,2026-02,69.59,73.63,4.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1908,2026-02,76081,76081,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1305,2026-02,90141,90141,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1808,2026-02,158679,158679,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Water,Amethyst907,2026-02,1057100,1070913,13813,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1401,2026-02,10948.67,11154.11,205.44,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1101,2026-02,273.9,277.21,3.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal108-F,2026-02,196.12,199.92,3.8,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1007-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1610,2026-02,57.13,61.06,3.93,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl310-E,2026-02,4573,4604,31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1906-E,2026-02,58930,59192,262,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl905-E,2026-02,275384,278104,2720,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal210,2026-02,16074.85,16297.08,222.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1401,2026-02,14672.41,14820.72,148.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1108,2026-02,3463.49,3513.81,50.32,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade606,2026-02,36267.7,36592.39,324.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade602,2026-02,1127971,1128606,635,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,JadeG002,2026-02,1244651,1264499,19848,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine901,2026-02,340202,346108,5906,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1605,2026-02,906180,914191,8011,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1009,2026-02,1355082,1380307,25225,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl709-E,2026-02,29187.24,29495.66,308.42,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1208-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1006-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1609,2026-02,1770573,1795752,25179,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1308,2026-02,129,129,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst508,2026-02,95.95,101.59,5.64,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1704,2026-02,68451,68741,290,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1106,2026-02,48.58,53.12,4.54,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,JadeG009,2026-02,235.3,237.71,2.41,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1002,2026-02,11556.95,11714.63,157.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum406,2026-02,64.66,66.86,2.2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum805,2026-02,234.56,236.22,1.66,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal303-F,2026-02,216.16,220.63,4.47,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise310,2026-02,361.59,369.81,8.22,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1510,2026-02,36.52,41.39,4.87,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl508-E,2026-02,110145,111390,1245,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1010,2026-02,18009.16,18283.68,274.52,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum501-D,2026-02,613.22,856.15,242.93,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine205,2026-02,661525,0,-661525,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst802,2026-02,588117,596342,8225,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl509-E,2026-02,175.14,179.51,4.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1201-E,2026-02,1220.53,1358.29,137.76,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1409-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal401-F,2026-02,28759.99,28799.29,39.3,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise307,2026-02,1004551,1013546,8995,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal805,2026-02,388254,399215,10961,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal605,2026-02,507051,517370,10319,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1606,2026-02,133500,133500,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Diesel,Ruby1806,2026-02,76.65,79.76,3.11,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1301,2026-02,12154.73,12276.83,122.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine606,2026-02,343.95,348,4.05,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1008,2026-02,392280,401975,9695,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby203,2026-02,800214,824805,24591,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1601,2026-02,360.97,362.97,2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum701,2026-02,307.94,308.09,0.15,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum801,2026-02,405.52,411.19,5.67,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise309,2026-02,293.73,300.76,7.03,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1201,2026-02,213.1,215.93,2.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,TurquoiseG09,2026-02,34.92,40.28,5.36,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1102-D,2026-02,7310.26,7334.95,24.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1709-D,2026-02,10004.95,10200.93,195.98,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1603-E,2026-02,97072,97077,5,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl707-E,2026-02,97673,98546,873,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1605,2026-02,307.5,417.34,109.84,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1708,2026-02,14888.4,15104.02,215.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1705,2026-02,120.06,124.53,4.47,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1810,2026-02,26387.39,26705.66,318.27,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst705,2026-02,1165122,1178951,13829,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal803-F,2026-02,15590.9,15627.51,36.61,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal901-F,2026-02,156690,157759,1069,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1603-F,2026-02,8722,8991,269,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1601,2026-02,794834,801453,6619,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1408,2026-02,47.68,51.51,3.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1705-D,2026-02,55298,68849,13551,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal403,2026-02,29454,29454,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum605,2026-02,134851,135924,1073,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1906,2026-02,635831,658801,22970,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1501,2026-02,73921,73921,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Water,Amethyst1907,2026-02,617309,631778,14469,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1308,2026-02,9026.73,9202.39,175.66,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1110,2026-02,15698.71,15824.4,125.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1107-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1203,2026-02,24.72,29.55,4.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine505,2026-02,96.36,99.96,3.6,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl402-E,2026-02,818164,823322,5158,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
